MONTH_DAY,TMIN,TMAX,AWND,PRCP,YEARS_COUNT
06-30,8.045714285714286,14.334285714285715,1.9057142857142857,0.2257142857142857,35.0
07-01,7.864285714285714,14.007142857142858,2.092857142857143,2.4757142857142855,35.0
07-02,8.21142857142857,14.101428571428572,2.2385714285714284,0.42142857142857143,35.0
07-03,8.59,14.504285714285714,2.142857142857143,1.15,35.0
07-04,8.747142857142856,14.348571428571429,2.1214285714285714,0.9342857142857144,35.0
07-05,8.498571428571429,14.552857142857144,2.031428571428571,1.5414285714285716,35.0
07-06,8.182857142857141,14.432857142857141,1.9014285714285712,1.0885714285714285,35.0
07-07,8.442857142857143,14.30857142857143,2.0085714285714285,1.6957142857142857,35.0
07-08,8.382857142857143,14.355714285714285,2.0742857142857143,0.8471428571428571,35.0
07-09,8.364285714285714,14.547142857142857,1.7414285714285715,1.97,35.0
07-10,8.525714285714285,14.565714285714286,2.2414285714285715,2.0642857142857145,35.0
07-11,8.635714285714286,14.352857142857143,2.15,0.9457142857142857,35.0
07-12,8.467142857142857,14.398571428571428,1.937142857142857,1.6642857142857144,35.0
07-13,8.608571428571429,14.765714285714285,1.87,0.7742857142857144,35.0
07-14,8.382857142857143,14.729999999999999,1.9285714285714286,1.1914285714285715,35.0
07-15,8.674285714285714,15.055714285714288,1.9185714285714288,0.47,35.0
07-16,8.84,15.129999999999999,2.0214285714285714,0.8414285714285714,35.0
07-17,8.792857142857143,15.221428571428572,2.0185714285714287,1.6914285714285715,35.0
07-18,8.96,15.10142857142857,2.142857142857143,1.4942857142857142,35.0
07-19,8.974285714285715,14.639999999999999,2.0028571428571427,1.6085714285714285,35.0
07-20,8.87,14.605714285714285,1.9014285714285712,1.2585714285714285,35.0
07-21,8.772857142857143,14.347142857142856,1.8457142857142856,1.3471428571428572,35.0
07-22,8.55857142857143,14.437142857142858,1.7585714285714285,0.49857142857142855,35.0
07-23,8.26142857142857,14.602857142857143,1.7457142857142858,2.337142857142857,35.0
07-24,8.745714285714286,14.498571428571429,2.0700000000000003,2.315714285714286,35.0
07-25,8.641428571428571,14.561428571428571,1.9357142857142857,1.37,35.0
07-26,8.407142857142857,14.551428571428572,1.937142857142857,0.14142857142857143,35.0
07-27,8.682857142857141,14.5,1.88,1.627142857142857,35.0
07-28,8.207142857142857,14.452857142857141,1.7242857142857144,0.5085714285714286,35.0
07-29,7.747142857142856,14.264285714285714,1.65,1.032857142857143,35.0
07-30,8.345714285714287,14.431428571428572,1.8428571428571427,2.0,35.0
07-31,8.325714285714286,15.005714285714287,1.9028571428571428,0.26142857142857145,35.0
08-01,8.368571428571428,14.610000000000001,1.9028571428571428,0.7114285714285714,35.0
08-02,8.102857142857143,14.371428571428572,1.7328571428571429,1.882857142857143,35.0
08-03,8.37,14.59,1.747142857142857,2.387142857142857,35.0
08-04,7.994285714285715,13.661428571428571,1.9628571428571429,1.5828571428571427,35.0
08-05,7.968571428571428,13.639999999999999,1.8085714285714285,4.078571428571428,35.0
08-06,8.332857142857144,13.631428571428572,1.88,2.007142857142857,35.0
08-07,8.594285714285714,14.294285714285715,1.9285714285714286,2.9299999999999997,35.0
08-08,8.444285714285714,14.127142857142857,2.0,0.40714285714285714,35.0
08-09,8.19,14.255714285714285,1.747142857142857,0.92,35.0
08-10,7.85,13.851428571428572,1.5814285714285714,1.49,35.0
08-11,8.022857142857143,13.947142857142856,1.7542857142857142,2.09,35.0
08-12,8.035714285714286,13.76142857142857,1.8014285714285714,0.92,35.0
08-13,7.238571428571428,13.45,1.7,0.3385714285714286,35.0
08-14,7.3914285714285715,13.545714285714286,1.8900000000000001,0.6542857142857142,35.0
08-15,7.557142857142857,13.719999999999999,1.9614285714285715,1.4057142857142857,35.0
08-16,7.925714285714285,13.728571428571428,1.9342857142857144,1.65,35.0
08-17,7.73,13.9,1.8842857142857143,0.9728571428571428,35.0
08-18,7.6885714285714295,13.795714285714284,2.0457142857142854,1.3942857142857144,35.0
08-19,7.508571428571429,13.325714285714286,1.9657142857142855,1.022857142857143,35.0
08-20,7.61,13.378571428571428,2.044285714285714,1.79,35.0
08-21,7.725714285714285,13.825714285714286,1.8485714285714288,1.6242857142857143,35.0
08-22,8.221428571428572,14.164285714285715,2.2471428571428573,0.23857142857142857,35.0
08-23,8.522857142857143,14.464285714285714,2.1557142857142857,1.3214285714285714,35.0
08-24,8.474285714285715,14.305714285714286,2.0942857142857143,1.3571428571428572,35.0
08-25,8.331428571428573,14.015714285714287,1.8985714285714286,1.1728571428571428,35.0
08-26,8.198571428571428,14.21,1.9785714285714286,0.3442857142857143,35.0
08-27,8.248571428571429,14.087142857142858,1.7985714285714287,1.77,35.0
08-28,7.761428571428571,14.054285714285713,1.882857142857143,2.8614285714285717,35.0
08-29,7.3271428571428565,13.93,1.792857142857143,1.0857142857142856,35.0
08-30,7.0,13.84,2.03,0.35714285714285715,35.0
08-31,7.244285714285715,13.451428571428572,2.0628571428571427,1.2271428571428573,35.0
09-01,7.658571428571429,13.411428571428571,2.142857142857143,1.1828571428571428,35.0
09-02,7.497142857142856,13.714285714285714,2.2314285714285713,0.5800000000000001,35.0
09-03,6.974285714285714,13.375714285714285,2.217142857142857,1.22,35.0
09-04,7.061428571428571,13.588571428571427,2.1271428571428572,0.7271428571428571,35.0
09-05,7.174285714285714,13.414285714285715,2.2314285714285713,1.25,35.0
09-06,6.775714285714286,13.695714285714287,1.9814285714285713,0.4614285714285714,35.0
09-07,6.231428571428571,12.278571428571428,2.0085714285714285,1.032857142857143,35.0
09-08,5.634285714285714,12.36142857142857,2.044285714285714,1.3385714285714285,35.0
09-09,6.112857142857142,12.365714285714287,2.19,1.512857142857143,35.0
09-10,6.19,12.392857142857142,2.0642857142857145,1.7714285714285714,35.0
09-11,6.234285714285714,12.547142857142857,2.0842857142857145,1.2385714285714287,35.0
09-12,6.081428571428571,12.76,1.875714285714286,0.7828571428571428,35.0
09-13,5.6571428571428575,12.347142857142856,2.0900000000000003,1.6357142857142857,35.0
09-14,5.3671428571428565,11.887142857142857,2.0114285714285716,0.5057142857142857,35.0
09-15,5.314285714285714,12.201428571428572,2.1385714285714283,2.752857142857143,35.0
09-16,5.6414285714285715,12.412857142857142,2.202857142857143,0.5871428571428572,35.0
09-17,5.525714285714286,11.747142857142856,2.105714285714286,0.20142857142857143,35.0
09-18,5.5771428571428565,11.468571428571428,2.174285714285714,1.11,35.0
09-19,5.191428571428571,11.802857142857144,2.27,1.8657142857142857,35.0
09-20,5.211428571428572,11.891428571428571,2.35,1.8814285714285712,35.0
09-21,4.41,10.978571428571428,2.2928571428571427,0.9885714285714287,35.0
09-22,3.951428571428572,10.187142857142858,2.1585714285714284,1.0928571428571427,35.0
09-23,4.165714285714286,10.678571428571429,2.2014285714285715,1.532857142857143,35.0
09-24,4.351428571428571,11.032857142857143,1.9485714285714286,1.5614285714285714,35.0
09-25,4.061428571428571,11.167142857142858,1.7957142857142858,1.262857142857143,35.0
09-26,3.724285714285714,11.501428571428571,1.9228571428571428,0.19857142857142854,35.0
09-27,3.7142857142857144,11.372857142857143,1.9585714285714284,0.09428571428571428,35.0
09-28,2.8957142857142855,10.874285714285715,1.9085714285714286,0.4614285714285714,35.0
09-29,4.017142857142857,11.224285714285715,2.2042857142857146,0.32285714285714284,35.0
09-30,4.331428571428571,11.697142857142856,2.205714285714286,0.7857142857142857,35.0
10-01,3.6599999999999997,10.774285714285716,2.112857142857143,1.4628571428571429,35.0
10-02,3.46,10.117142857142857,2.112857142857143,1.6942857142857142,35.0
10-03,3.3771428571428572,9.795714285714286,2.23,1.4828571428571429,35.0
10-04,3.12,8.99,2.1114285714285717,3.067142857142857,35.0
10-05,3.532857142857143,9.555714285714286,2.3400000000000003,1.0642857142857143,35.0
10-06,2.9885714285714284,8.911428571428571,2.5614285714285714,1.72,35.0
10-07,2.4114285714285715,9.634285714285713,2.092857142857143,1.1014285714285716,35.0
10-08,2.6514285714285712,9.63,2.177142857142857,1.0742857142857143,35.0
10-09,2.2485714285714287,9.247142857142856,1.9314285714285713,0.8742857142857142,35.0
10-10,1.9814285714285713,9.389999999999999,2.1457142857142855,0.18571428571428572,35.0
10-11,2.5614285714285714,9.515714285714287,2.4357142857142855,0.39,35.0
10-12,1.9085714285714286,8.24,2.224285714285714,1.1728571428571428,35.0
10-13,1.7642857142857142,7.775714285714285,2.33,0.6371428571428571,35.0
10-14,1.2457142857142858,7.65,2.3842857142857143,1.1842857142857144,35.0
10-15,0.9071428571428571,7.377142857142857,1.9642857142857142,0.8014285714285714,35.0
10-16,1.362857142857143,7.784285714285714,1.9485714285714286,1.0157142857142858,35.0
10-17,1.3857142857142857,7.872857142857143,2.367142857142857,0.9957142857142858,35.0
10-18,1.4757142857142858,7.7785714285714285,2.3,0.4757142857142857,35.0
10-19,1.4071428571428573,7.832857142857142,1.9885714285714284,0.058571428571428566,35.0
10-20,1.032857142857143,8.248571428571429,1.9114285714285717,0.4442857142857143,35.0
10-21,1.0685714285714285,7.745714285714286,2.1328571428571426,0.6514285714285714,35.0
10-22,1.1714285714285715,7.602857142857143,2.1799999999999997,1.0485714285714287,35.0
10-23,1.1828571428571428,7.027142857142857,2.162857142857143,1.5714285714285714,35.0
10-24,0.6185714285714285,6.635714285714286,2.0642857142857145,0.18,35.0
10-25,0.6214285714285716,6.6728571428571435,2.2214285714285715,0.48000000000000004,35.0
10-26,0.16571428571428568,6.390000000000001,2.28,0.5128571428571428,35.0
10-27,0.10428571428571431,6.0128571428571425,2.505714285714286,0.71,35.0
10-28,0.22714285714285717,6.569999999999999,2.507142857142857,0.5242857142857144,35.0
10-29,0.36428571428571427,6.362857142857142,2.274285714285714,0.6614285714285714,35.0
10-30,-0.3242857142857143,5.288571428571428,2.3457142857142856,0.3314285714285714,35.0
10-31,-1.07,5.311428571428571,2.0714285714285716,0.8928571428571429,35.0
11-01,-0.4328571428571429,5.691428571428571,2.5,0.3157142857142857,35.0
11-02,-0.6642857142857143,5.42,2.3442857142857143,0.22857142857142856,35.0
11-03,-0.99,5.2057142857142855,2.13,0.5028571428571429,35.0
11-04,-1.3928571428571428,5.188571428571429,1.85,0.14285714285714285,35.0
11-05,-0.7714285714285715,5.144285714285715,2.267142857142857,0.63,35.0
11-06,-1.372857142857143,4.758571428571429,2.12,0.27714285714285714,35.0
11-07,-1.4885714285714287,4.6328571428571435,2.162857142857143,0.14142857142857143,35.0
11-08,-0.8042857142857143,4.941428571428571,2.21,0.03571428571428571,35.0
11-09,-0.9514285714285714,5.041428571428571,2.23,0.57,35.0
11-10,-1.97,3.6285714285714286,2.5085714285714285,1.0799999999999998,35.0
11-11,-2.455714285714286,3.0971428571428574,2.23,0.42857142857142855,35.0
11-12,-2.1042857142857145,3.2514285714285713,2.4357142857142855,0.5971428571428572,35.0
11-13,-1.6157142857142857,4.27,2.2285714285714286,0.4057142857142857,35.0
11-14,-1.602857142857143,3.8042857142857143,2.157142857142857,0.1842857142857143,35.0
11-15,-2.1942857142857144,3.82,2.082857142857143,0.6928571428571428,35.0
11-16,-1.9228571428571428,3.9628571428571426,2.3457142857142856,0.4042857142857143,35.0
11-17,-2.13,3.0985714285714288,2.3242857142857143,0.3628571428571428,35.0
11-18,-1.8457142857142856,3.8042857142857143,2.4028571428571426,1.3028571428571427,35.0
11-19,-2.0914285714285716,3.407142857142857,2.4014285714285712,0.4142857142857143,35.0
11-20,-2.6028571428571428,3.06,2.1542857142857144,0.36142857142857143,35.0
11-21,-2.9971428571428573,2.612857142857143,2.36,0.05714285714285714,35.0
11-22,-2.95,2.774285714285714,2.0285714285714285,0.23142857142857146,35.0
11-23,-3.065714285714286,2.47,2.3128571428571427,0.9485714285714286,35.0
11-24,-3.25,2.5342857142857143,2.337142857142857,0.6142857142857143,35.0
11-25,-3.63,1.6114285714285714,2.047142857142857,0.09142857142857141,35.0
11-26,-3.507142857142857,1.6842857142857144,2.177142857142857,0.8685714285714285,35.0
11-27,-3.9199999999999995,1.5842857142857143,2.2457142857142856,0.8785714285714286,35.0
11-28,-4.102857142857142,1.882857142857143,2.0914285714285716,0.74,35.0
11-29,-3.7071428571428573,1.56,2.2985714285714285,0.48714285714285716,35.0
11-30,-3.6628571428571424,1.052857142857143,2.355714285714286,0.6342857142857142,35.0
12-01,-3.7928571428571427,1.4814285714285713,2.157142857142857,0.4257142857142857,35.0
12-02,-4.277142857142858,1.3228571428571427,2.16,0.15428571428571428,35.0
12-03,-4.355714285714285,0.5914285714285715,2.0357142857142856,0.13285714285714287,35.0
12-04,-4.804285714285714,0.6228571428571429,2.2357142857142858,0.3657142857142857,35.0
12-05,-5.005714285714285,0.1971428571428572,2.3414285714285716,0.04285714285714286,35.0
12-06,-5.267142857142857,-0.035714285714285726,2.0228571428571427,0.06999999999999999,35.0
12-07,-4.83,0.26285714285714296,1.79,0.07428571428571429,35.0
12-08,-4.975714285714286,0.3057142857142857,2.0085714285714285,0.5257142857142857,35.0
12-09,-4.8271428571428565,0.47,2.2114285714285717,0.28714285714285714,35.0
12-10,-5.1171428571428565,0.4185714285714286,2.2,0.43,35.0
12-11,-5.515714285714286,-0.11714285714285719,2.26,0.1842857142857143,35.0
12-12,-4.7942857142857145,0.20714285714285718,2.0628571428571427,0.1457142857142857,35.0
12-13,-4.609999999999999,0.6657142857142856,2.1757142857142857,0.47285714285714286,35.0
12-14,-4.34,0.45999999999999996,2.337142857142857,0.5514285714285715,35.0
12-15,-4.467142857142857,-0.018571428571428607,2.4028571428571426,1.0885714285714285,35.0
12-16,-5.111428571428571,-0.05428571428571435,2.3,0.32571428571428573,35.0
12-17,-5.667142857142857,-0.3785714285714285,1.97,0.14285714285714285,35.0
12-18,-5.784285714285714,-0.8814285714285713,2.11,0.09857142857142856,35.0
12-19,-6.1,-0.7628571428571428,2.315714285714286,0.08,35.0
12-20,-5.498571428571428,-0.84,2.2728571428571427,0.24428571428571424,35.0
12-21,-5.752857142857143,-1.0842857142857143,2.474285714285714,0.48999999999999994,35.0
12-22,-5.854285714285714,-1.2442857142857144,2.1142857142857143,0.14857142857142858,35.0
12-23,-6.398571428571429,-1.6214285714285714,2.3514285714285714,0.3842857142857143,35.0
12-24,-6.388571428571429,-1.2614285714285713,2.174285714285714,0.48999999999999994,35.0
12-25,-5.604285714285714,-0.9157142857142856,2.1657142857142855,1.25,35.0
12-26,-5.461428571428572,-0.8157142857142856,2.1685714285714286,0.43857142857142856,35.0
12-27,-5.308571428571429,-0.41285714285714287,2.005714285714286,0.34857142857142853,35.0
12-28,-5.527142857142857,-0.17142857142857146,2.2114285714285717,0.40285714285714286,35.0
12-29,-5.731428571428571,-1.4685714285714286,2.2314285714285713,0.8928571428571429,35.0
12-30,-6.2,-1.3342857142857143,2.2985714285714285,0.7571428571428571,35.0
12-31,-7.005714285714285,-2.1728571428571426,2.2823529411764705,0.20285714285714285,35.0
